@relation '238454L1_2-weka.filters.unsupervised.attribute.MergeManyValues-C1-Ldobry-R1,2-weka.filters.unsupervised.attribute.MergeManyValues-C1-Lzly-R1,2,3-weka.filters.unsupervised.attribute.Remove-Rlast-weka.filters.unsupervised.attribute.Reorder-R2-last,1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R2-precision6'

@attribute 'kwota wnioskowana' numeric
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute plec {K,M}
@attribute 'rodzaj zrodla dochodu' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'okres w jakim pob. doch.' numeric
@attribute 'okres w jakim bedzie pobierac dochod' numeric
@attribute 'status pozyczki' {dobry,zly}

@data
400,'\'(55.2-67.6]\'',K,13,1149.06,0,158,48,dobry
400,'\'(55.2-67.6]\'',M,16,1313.41,1,24,48,dobry
200,'\'(55.2-67.6]\'',K,13,1200.29,1,19,48,dobry
326.61,'\'(30.4-42.8]\'',M,11,1300,1,42,48,dobry
300,'\'(55.2-67.6]\'',K,13,985.9,0,87,48,dobry
400,'\'(30.4-42.8]\'',K,12,660,1,8,37,dobry
300,'\'(-inf-30.4]\'',M,17,540.62,0,3,20,zly
200,'\'(55.2-67.6]\'',K,16,755.1,0,131,48,dobry
300,'\'(67.6-inf)\'',M,13,1079.14,0,115,48,zly
381.29,'\'(55.2-67.6]\'',M,13,1591,1,73,48,dobry
200,'\'(55.2-67.6]\'',M,13,1162,1,218,48,dobry
500,'\'(42.8-55.2]\'',M,11,1600,1,265,48,zly
600,'\'(30.4-42.8]\'',M,12,700,1,6,23,dobry
400,'\'(55.2-67.6]\'',M,11,1250,1,102,48,zly
500,'\'(55.2-67.6]\'',K,11,2249.14,1,238,48,dobry
400,'\'(67.6-inf)\'',K,13,1517,0,132,48,zly
400,'\'(55.2-67.6]\'',K,13,1013.74,1,110,48,dobry
500,'\'(55.2-67.6]\'',K,11,1500,0,82,48,dobry
600,'\'(42.8-55.2]\'',K,12,1675,1,6,11,dobry
700,'\'(55.2-67.6]\'',K,13,5100,1,25,48,dobry
1000,'\'(30.4-42.8]\'',K,11,3500,0,238,48,zly
500,'\'(42.8-55.2]\'',K,11,1617.68,0,82,48,dobry
1000,'\'(42.8-55.2]\'',K,16,2300,2,59,48,dobry
300,'\'(42.8-55.2]\'',K,13,601.03,0,302,48,zly
500,'\'(55.2-67.6]\'',K,13,1233,0,120,48,dobry
400,'\'(67.6-inf)\'',M,13,940.49,0,258,48,zly
500,'\'(55.2-67.6]\'',M,13,1768.93,1,266,48,dobry
400,'\'(42.8-55.2]\'',K,11,3170,1,282,48,dobry
400,'\'(-inf-30.4]\'',M,11,1037.34,0,30,48,zly
400,'\'(30.4-42.8]\'',K,11,1239.05,1,201,48,dobry
396.61,'\'(42.8-55.2]\'',K,12,2000,1,6,25,dobry
300,'\'(42.8-55.2]\'',M,13,814.83,1,154,48,zly
200,'\'(55.2-67.6]\'',K,13,832.92,0,136,48,zly
600,'\'(67.6-inf)\'',K,13,951,1,159,48,dobry
281.29,'\'(42.8-55.2]\'',K,12,1350,1,19,24,dobry
700,'\'(30.4-42.8]\'',K,11,1065,1,56,48,zly
650,'\'(55.2-67.6]\'',M,11,2600,0,132,48,zly
700,'\'(42.8-55.2]\'',M,11,1800,1,123,48,dobry
200,'\'(-inf-30.4]\'',M,11,1037,0,33,48,zly
300,'\'(55.2-67.6]\'',M,16,633.56,1,108,48,dobry
300,'\'(30.4-42.8]\'',K,12,1037,0,0,2,zly
200,'\'(67.6-inf)\'',M,13,910.33,1,160,48,dobry
200,'\'(55.2-67.6]\'',K,13,856,1,54,48,dobry
371.94,'\'(42.8-55.2]\'',K,12,1500,1,6,7,dobry
700,'\'(-inf-30.4]\'',K,11,1300,1,6,48,zly
500,'\'(42.8-55.2]\'',M,11,1554.24,0,150,48,zly
800,'\'(-inf-30.4]\'',M,12,1800,1,4,10,zly
200,'\'(55.2-67.6]\'',K,13,713.78,0,26,48,zly
200,'\'(67.6-inf)\'',K,13,965,1,242,48,dobry
650,'\'(55.2-67.6]\'',M,11,2600,0,132,48,dobry
300,'\'(67.6-inf)\'',K,13,1239,1,267,48,dobry
400,'\'(55.2-67.6]\'',K,16,1389,0,88,48,dobry
200,'\'(55.2-67.6]\'',K,13,984,0,7,48,dobry
600,'\'(42.8-55.2]\'',K,12,830.46,0,42,48,dobry
500,'\'(55.2-67.6]\'',K,16,1340,1,158,48,dobry
500,'\'(67.6-inf)\'',K,13,640,1,135,48,dobry
200,'\'(67.6-inf)\'',K,13,616,1,243,48,dobry
300,'\'(42.8-55.2]\'',K,12,1009.34,0,26,48,dobry
200,'\'(55.2-67.6]\'',K,16,703,1,22,48,dobry
500,'\'(42.8-55.2]\'',K,11,1200,0,25,48,zly
300,'\'(67.6-inf)\'',M,13,1426,1,74,48,dobry
417.53,'\'(-inf-30.4]\'',M,12,1300,1,5,25,dobry
300,'\'(30.4-42.8]\'',M,11,2700,0,6,48,dobry
300,'\'(42.8-55.2]\'',M,11,1700,1,36,48,dobry
300,'\'(55.2-67.6]\'',K,13,1500,1,43,48,dobry
900,'\'(55.2-67.6]\'',K,17,684,1,186,48,dobry
202.73,'\'(30.4-42.8]\'',K,11,2505,1,160,48,dobry
1500,'\'(55.2-67.6]\'',M,98,3000,1,65,48,dobry
600,'\'(42.8-55.2]\'',K,11,1300,1,65,48,dobry
200,'\'(-inf-30.4]\'',M,12,1000,2,8,24,dobry
500,'\'(55.2-67.6]\'',K,13,1000,1,64,48,dobry
800,'\'(55.2-67.6]\'',M,11,1000,1,60,48,dobry
1000,'\'(67.6-inf)\'',K,13,2421.55,1,242,48,dobry
400,'\'(42.8-55.2]\'',K,11,1172.2,1,34,48,dobry
600,'\'(30.4-42.8]\'',K,11,1290,1,16,48,dobry
1000,'\'(30.4-42.8]\'',K,11,2200,0,34,48,dobry
200,'\'(55.2-67.6]\'',K,16,921.58,0,18,48,zly
300,'\'(55.2-67.6]\'',K,13,997,1,76,48,dobry
400,'\'(55.2-67.6]\'',K,16,1279.58,0,158,48,zly
500,'\'(55.2-67.6]\'',K,13,962,1,62,48,dobry
400,'\'(55.2-67.6]\'',K,13,810,2,30,48,dobry
400,'\'(42.8-55.2]\'',M,12,600,2,6,27,dobry
300,'\'(55.2-67.6]\'',K,11,1680,1,382,48,dobry
600,'\'(55.2-67.6]\'',M,12,611.36,1,0,3,dobry
265.58,'\'(55.2-67.6]\'',K,13,1189,1,66,48,dobry
500,'\'(55.2-67.6]\'',K,13,1212,1,50,48,dobry
400,'\'(55.2-67.6]\'',K,13,1137.19,1,93,48,dobry
300,'\'(55.2-67.6]\'',K,13,744.07,0,9,48,dobry
500,'\'(42.8-55.2]\'',M,11,2100,0,47,48,dobry
300,'\'(55.2-67.6]\'',K,13,1130,1,100,48,dobry
1000,'\'(55.2-67.6]\'',M,11,1510,1,162,48,dobry
200,'\'(55.2-67.6]\'',K,13,802.83,1,198,48,dobry
500,'\'(42.8-55.2]\'',K,16,655,1,28,48,dobry
300,'\'(55.2-67.6]\'',K,13,1684,1,17,48,dobry
1000,'\'(55.2-67.6]\'',M,13,3600,0,83,48,dobry
235.97,'\'(55.2-67.6]\'',K,13,1428.55,1,134,48,dobry
400,'\'(42.8-55.2]\'',K,12,990.34,0,52,48,dobry
1000,'\'(42.8-55.2]\'',K,11,5800,1,51,48,dobry
600,'\'(55.2-67.6]\'',M,13,1601.87,0,42,48,dobry
200,'\'(42.8-55.2]\'',M,11,1400,1,11,48,dobry
200,'\'(42.8-55.2]\'',M,12,1210,0,4,9,dobry
300,'\'(67.6-inf)\'',M,13,940,1,50,48,dobry
400,'\'(42.8-55.2]\'',K,17,1031,0,48,48,dobry
2000,'\'(67.6-inf)\'',M,13,2612,0,78,48,dobry
300,'\'(30.4-42.8]\'',M,11,1800,1,162,48,dobry
200,'\'(55.2-67.6]\'',K,16,634,0,48,48,dobry
700,'\'(55.2-67.6]\'',K,13,1474.55,0,62,48,dobry
200,'\'(-inf-30.4]\'',M,99,1393.85,0,1,2,dobry
300,'\'(55.2-67.6]\'',K,13,1100,0,40,48,dobry
300,'\'(55.2-67.6]\'',K,13,930,2,127,48,dobry
300,'\'(55.2-67.6]\'',K,13,1100,1,102,48,dobry
600,'\'(42.8-55.2]\'',K,11,2800,1,315,48,dobry
769.94,'\'(42.8-55.2]\'',M,11,2500,1,200,48,dobry
500,'\'(67.6-inf)\'',M,13,1700,1,11,48,dobry
200,'\'(42.8-55.2]\'',M,12,988,1,6,12,dobry
500,'\'(55.2-67.6]\'',K,13,1062,0,159,48,dobry
400,'\'(55.2-67.6]\'',M,13,1503,1,162,48,dobry
400,'\'(42.8-55.2]\'',K,11,1300,1,31,48,dobry
300,'\'(30.4-42.8]\'',K,12,1200,1,5,14,dobry
700,'\'(67.6-inf)\'',M,13,2098,1,194,48,dobry
1000,'\'(67.6-inf)\'',K,13,2291,2,67,48,dobry
500,'\'(55.2-67.6]\'',M,16,837,0,228,48,dobry
250,'\'(30.4-42.8]\'',K,12,1040,0,0,0,zly
200,'\'(67.6-inf)\'',K,13,730,0,557,48,dobry
400,'\'(42.8-55.2]\'',K,12,1100,0,12,29,zly
500,'\'(42.8-55.2]\'',K,11,1700,1,302,48,dobry
2000,'\'(55.2-67.6]\'',M,11,2031,1,111,48,zly
200,'\'(67.6-inf)\'',K,13,1442.43,2,138,48,dobry
200,'\'(42.8-55.2]\'',M,11,1360,2,116,48,dobry
600,'\'(42.8-55.2]\'',K,12,1050,0,30,36,dobry
500,'\'(55.2-67.6]\'',K,16,892,0,197,48,dobry
1130.33,'\'(42.8-55.2]\'',K,12,1500,1,11,26,dobry
400,'\'(55.2-67.6]\'',K,13,850,1,64,48,dobry
1000,'\'(55.2-67.6]\'',M,12,2500,0,1,3,dobry
500,'\'(55.2-67.6]\'',K,13,1350,0,108,48,dobry
903.23,'\'(30.4-42.8]\'',K,11,1900,1,176,48,dobry
700,'\'(42.8-55.2]\'',M,11,3200,1,186,48,dobry
700,'\'(-inf-30.4]\'',K,11,2100,0,19,48,dobry
400,'\'(42.8-55.2]\'',K,17,547.89,0,53,48,dobry
600,'\'(-inf-30.4]\'',M,17,443.65,0,10,35,zly
700,'\'(42.8-55.2]\'',M,11,3000,0,0,48,zly
400,'\'(55.2-67.6]\'',K,16,1411,1,63,48,dobry
700,'\'(-inf-30.4]\'',M,12,1800,1,7,8,dobry
300,'\'(55.2-67.6]\'',K,13,1210,0,135,48,dobry
500,'\'(-inf-30.4]\'',K,12,1447,2,18,23,dobry
300,'\'(30.4-42.8]\'',K,11,1515.11,0,11,48,zly
500,'\'(-inf-30.4]\'',M,12,1037.34,0,17,23,dobry
200,'\'(67.6-inf)\'',K,13,785,1,61,48,dobry
449.7,'\'(-inf-30.4]\'',M,99,980,2,8,10,dobry
500,'\'(42.8-55.2]\'',M,11,1320,1,339,48,dobry
200,'\'(67.6-inf)\'',K,16,959.6,1,112,48,dobry
600,'\'(42.8-55.2]\'',K,11,1700,1,86,48,dobry
300,'\'(42.8-55.2]\'',M,13,3900,2,27,48,dobry
300,'\'(55.2-67.6]\'',K,13,720.19,0,90,48,dobry
300,'\'(-inf-30.4]\'',M,99,750,1,1,5,dobry
500,'\'(42.8-55.2]\'',K,13,1425,1,16,48,zly
300,'\'(42.8-55.2]\'',K,11,1077.49,1,368,48,dobry
200,'\'(30.4-42.8]\'',K,99,2800,2,7,7,zly
600,'\'(42.8-55.2]\'',M,11,4000,2,7,48,dobry
1000,'\'(55.2-67.6]\'',M,13,2010,0,135,48,dobry
1000,'\'(30.4-42.8]\'',M,11,2258,2,72,48,dobry
200,'\'(-inf-30.4]\'',M,17,985,2,10,11,dobry
392.14,'\'(55.2-67.6]\'',K,13,1668,2,88,48,dobry
441.91,'\'(42.8-55.2]\'',K,11,1050,1,15,48,zly
200,'\'(55.2-67.6]\'',M,13,1672.59,0,19,48,dobry
200,'\'(55.2-67.6]\'',M,13,12220,0,68,48,dobry
600,'\'(42.8-55.2]\'',M,16,588,2,419,48,dobry
300,'\'(55.2-67.6]\'',K,13,611,0,136,48,dobry
230,'\'(55.2-67.6]\'',K,13,1065,1,18,48,dobry
400,'\'(55.2-67.6]\'',M,13,1261.6,1,50,48,dobry
1000,'\'(30.4-42.8]\'',M,11,1200,0,24,48,zly
400,'\'(55.2-67.6]\'',K,13,1454.91,1,39,48,dobry
400,'\'(-inf-30.4]\'',K,12,1634,0,9,9,dobry
1000,'\'(67.6-inf)\'',K,13,1900,0,252,48,zly
500,'\'(30.4-42.8]\'',M,11,2700,2,12,48,dobry
799.84,'\'(55.2-67.6]\'',K,11,1680,2,67,48,dobry
300,'\'(-inf-30.4]\'',M,12,1400,0,9,32,dobry
200,'\'(30.4-42.8]\'',K,12,1037,0,8,13,zly
432.44,'\'(67.6-inf)\'',K,13,1072,2,150,48,dobry
200,'\'(55.2-67.6]\'',M,16,763.38,1,208,48,dobry
500,'\'(42.8-55.2]\'',K,16,1045.6,2,9,48,dobry
400,'\'(-inf-30.4]\'',M,11,1888.27,1,74,48,dobry
1000,'\'(30.4-42.8]\'',K,11,2927,0,198,48,dobry
700,'\'(55.2-67.6]\'',M,11,1842.86,0,4,48,dobry
1000,'\'(55.2-67.6]\'',M,13,3100,0,135,48,dobry
500,'\'(42.8-55.2]\'',M,13,1688.82,0,96,48,dobry
300,'\'(55.2-67.6]\'',K,13,1240,2,67,48,dobry
400,'\'(-inf-30.4]\'',M,12,900,2,15,20,dobry
300,'\'(42.8-55.2]\'',K,11,1400,2,22,48,dobry
200,'\'(67.6-inf)\'',K,13,1026,2,244,48,dobry
281.29,'\'(42.8-55.2]\'',K,11,1700,2,202,48,dobry
300,'\'(55.2-67.6]\'',M,11,3000,2,209,48,dobry
400,'\'(42.8-55.2]\'',K,11,763,1,90,48,dobry
400,'\'(30.4-42.8]\'',K,99,645.31,0,7,11,dobry
300,'\'(67.6-inf)\'',K,13,729.03,2,254,48,dobry
400,'\'(55.2-67.6]\'',K,13,1090.14,1,72,48,dobry
700,'\'(55.2-67.6]\'',M,11,2458,0,144,48,dobry
200,'\'(55.2-67.6]\'',K,13,714,2,219,48,dobry
200,'\'(55.2-67.6]\'',K,16,1389,1,88,48,dobry
381.29,'\'(67.6-inf)\'',K,13,1291.18,2,76,48,dobry
400,'\'(42.8-55.2]\'',M,12,1952.35,1,1,11,dobry
300,'\'(55.2-67.6]\'',M,17,607.95,0,210,48,zly
900,'\'(55.2-67.6]\'',K,13,1370,1,73,48,dobry
300,'\'(55.2-67.6]\'',K,13,665.92,2,122,48,zly
300,'\'(-inf-30.4]\'',M,11,1226,0,2,48,zly
500,'\'(55.2-67.6]\'',K,13,1170,0,75,48,dobry
400,'\'(42.8-55.2]\'',K,11,1187.06,1,130,48,dobry
400,'\'(42.8-55.2]\'',K,17,990,2,69,48,dobry
700,'\'(42.8-55.2]\'',M,11,2080,2,315,48,dobry
400,'\'(42.8-55.2]\'',K,12,1700,2,52,48,dobry
300,'\'(-inf-30.4]\'',K,11,1373.34,0,55,48,dobry
200,'\'(-inf-30.4]\'',K,17,1200,2,162,48,dobry
600,'\'(30.4-42.8]\'',K,11,2400,1,110,48,dobry
500,'\'(55.2-67.6]\'',M,17,1485,1,140,48,dobry
300,'\'(-inf-30.4]\'',M,12,1136.86,0,8,23,dobry
500,'\'(55.2-67.6]\'',K,13,1362,2,53,48,dobry
500,'\'(42.8-55.2]\'',M,11,3250,1,2,48,zly
600,'\'(55.2-67.6]\'',M,16,1600,0,9,48,dobry
300,'\'(42.8-55.2]\'',M,16,730,0,113,48,zly
426.61,'\'(42.8-55.2]\'',K,11,2470,2,351,48,dobry
400,'\'(42.8-55.2]\'',K,12,1040,2,14,19,zly
400,'\'(55.2-67.6]\'',K,13,1015,2,106,48,dobry
700,'\'(30.4-42.8]\'',K,11,1557.5,0,182,48,zly
200,'\'(67.6-inf)\'',K,13,1017,2,158,48,dobry
500,'\'(42.8-55.2]\'',K,17,547.89,1,53,48,dobry
600,'\'(30.4-42.8]\'',K,11,1800,1,48,48,dobry
1000,'\'(30.4-42.8]\'',K,11,2050,0,26,48,dobry
200,'\'(55.2-67.6]\'',K,13,910,2,66,48,dobry
200,'\'(30.4-42.8]\'',M,11,2284.23,0,296,48,dobry
400,'\'(42.8-55.2]\'',K,11,1577.42,2,202,48,dobry
1000,'\'(30.4-42.8]\'',K,12,855,2,41,48,zly
600,'\'(30.4-42.8]\'',K,12,1540,1,36,39,dobry
575.74,'\'(30.4-42.8]\'',M,11,2050,2,115,48,dobry
800,'\'(42.8-55.2]\'',K,11,2368.57,0,407,48,dobry
300,'\'(-inf-30.4]\'',K,17,540.62,0,28,48,zly
1000,'\'(55.2-67.6]\'',K,13,1875.17,0,96,48,zly
500,'\'(42.8-55.2]\'',K,11,4900,0,8,48,dobry
300,'\'(67.6-inf)\'',M,13,1457,1,76,48,dobry
200,'\'(55.2-67.6]\'',K,13,1216,2,138,48,dobry
400,'\'(55.2-67.6]\'',K,13,1280,2,14,48,dobry
400,'\'(30.4-42.8]\'',K,99,490.99,0,3,8,zly
500,'\'(42.8-55.2]\'',K,11,1800,2,50,48,dobry
800,'\'(55.2-67.6]\'',M,13,1798.71,0,132,48,zly
1000,'\'(-inf-30.4]\'',M,11,1110,0,7,48,zly
670.73,'\'(55.2-67.6]\'',K,13,930,2,91,48,dobry
500,'\'(30.4-42.8]\'',M,11,1500,1,99,48,zly
400,'\'(30.4-42.8]\'',M,11,1033,1,33,48,zly
500,'\'(55.2-67.6]\'',K,13,1160,1,75,48,dobry
300,'\'(55.2-67.6]\'',K,13,1244.77,2,36,48,dobry
200,'\'(67.6-inf)\'',K,13,930,2,236,48,dobry
500,'\'(67.6-inf)\'',K,13,1200,2,116,48,dobry
1000,'\'(67.6-inf)\'',M,13,2015.55,0,108,48,dobry
400,'\'(55.2-67.6]\'',K,13,1085,2,163,48,dobry
500,'\'(-inf-30.4]\'',M,11,2700,2,61,48,dobry
400,'\'(30.4-42.8]\'',K,11,980.11,2,42,48,dobry
500,'\'(-inf-30.4]\'',M,12,1139.48,0,3,20,zly
200,'\'(67.6-inf)\'',K,13,866.46,2,192,48,dobry
700,'\'(55.2-67.6]\'',K,13,1872,2,32,48,dobry
600,'\'(42.8-55.2]\'',M,12,2673.17,2,109,48,dobry
400,'\'(55.2-67.6]\'',K,13,1400,1,51,48,dobry
500,'\'(30.4-42.8]\'',K,11,1700,1,194,48,dobry
400,'\'(30.4-42.8]\'',M,11,2700,1,5,48,zly
500,'\'(55.2-67.6]\'',M,16,1770,2,86,48,dobry
500.8,'\'(30.4-42.8]\'',K,98,4000,2,15,48,dobry
1000,'\'(55.2-67.6]\'',K,11,2670,2,85,48,dobry
250,'\'(67.6-inf)\'',M,13,625.86,0,254,48,zly
200,'\'(-inf-30.4]\'',M,17,728,2,97,48,dobry
200,'\'(55.2-67.6]\'',K,13,757.1,0,195,48,zly
200,'\'(55.2-67.6]\'',K,13,2113.24,1,58,48,dobry
300,'\'(42.8-55.2]\'',K,16,685,0,38,48,dobry
800,'\'(55.2-67.6]\'',K,11,1906.42,0,209,48,dobry
281.29,'\'(55.2-67.6]\'',M,13,1561.87,1,194,48,zly
200,'\'(42.8-55.2]\'',K,12,984.34,1,15,20,dobry
300,'\'(67.6-inf)\'',K,13,907,0,231,48,dobry
385.97,'\'(42.8-55.2]\'',K,11,1721.7,2,117,48,dobry
300,'\'(55.2-67.6]\'',M,16,726,2,230,48,dobry
300,'\'(55.2-67.6]\'',K,13,936,2,28,48,dobry
500,'\'(42.8-55.2]\'',M,13,1900,2,147,48,dobry
1000,'\'(55.2-67.6]\'',K,13,1817.24,0,15,48,dobry
200,'\'(30.4-42.8]\'',K,98,520,0,26,48,zly
1000,'\'(67.6-inf)\'',M,16,1100,2,134,48,zly
400,'\'(55.2-67.6]\'',K,11,1730.13,0,190,48,dobry
337.64,'\'(30.4-42.8]\'',K,11,2709.34,2,178,48,dobry
500,'\'(55.2-67.6]\'',K,13,1399.99,0,12,48,dobry
400,'\'(42.8-55.2]\'',M,12,1963.88,1,3,5,dobry
600,'\'(55.2-67.6]\'',K,13,1050,2,136,48,dobry
520.7,'\'(-inf-30.4]\'',M,17,926,2,53,48,zly
356.68,'\'(-inf-30.4]\'',M,17,926,2,53,48,zly
600,'\'(42.8-55.2]\'',K,11,1443,2,30,48,dobry
1000,'\'(55.2-67.6]\'',K,13,1820,2,66,48,dobry
1000,'\'(67.6-inf)\'',K,13,2100,2,52,48,dobry
200,'\'(55.2-67.6]\'',M,16,650.77,0,45,48,dobry
400,'\'(55.2-67.6]\'',K,13,784,1,36,48,zly
300,'\'(-inf-30.4]\'',M,11,1000,2,54,48,dobry
300,'\'(55.2-67.6]\'',K,13,1026,2,52,48,dobry
200,'\'(55.2-67.6]\'',M,11,1500,1,392,48,dobry
200,'\'(67.6-inf)\'',M,13,1420,1,50,48,dobry
700,'\'(55.2-67.6]\'',M,13,1217,0,48,48,dobry
400,'\'(42.8-55.2]\'',K,16,1362,2,26,48,dobry
300,'\'(-inf-30.4]\'',K,11,901,1,37,48,dobry
500,'\'(67.6-inf)\'',M,13,3181,0,48,48,dobry
600,'\'(30.4-42.8]\'',M,11,1750,0,6,48,zly
500,'\'(55.2-67.6]\'',M,13,1530,2,32,48,dobry
200,'\'(-inf-30.4]\'',K,12,980,2,7,10,dobry
200,'\'(-inf-30.4]\'',M,16,540.62,0,62,48,zly
500,'\'(42.8-55.2]\'',M,11,3217,0,267,48,dobry
700,'\'(55.2-67.6]\'',M,13,3040,2,198,48,dobry
300,'\'(55.2-67.6]\'',K,17,1100,0,24,33,dobry
200,'\'(42.8-55.2]\'',K,11,932.34,2,392,48,dobry
400,'\'(-inf-30.4]\'',M,11,1400,0,21,48,dobry
200,'\'(55.2-67.6]\'',K,13,1229.15,0,84,48,zly
500,'\'(67.6-inf)\'',M,13,2000,2,42,48,dobry
200,'\'(42.8-55.2]\'',K,11,1077,2,180,48,dobry
300,'\'(67.6-inf)\'',K,13,865,2,125,48,dobry
300,'\'(55.2-67.6]\'',K,11,983.97,0,75,48,dobry
300,'\'(42.8-55.2]\'',K,11,1344.9,1,43,48,dobry
700,'\'(55.2-67.6]\'',K,13,1107,0,12,48,dobry
200,'\'(42.8-55.2]\'',K,11,967.64,1,316,48,dobry
700,'\'(55.2-67.6]\'',M,11,2100,1,184,48,dobry
200,'\'(67.6-inf)\'',K,13,722.05,1,194,48,dobry
450,'\'(42.8-55.2]\'',K,98,911,2,95,48,dobry
300,'\'(-inf-30.4]\'',K,12,1300,1,5,12,dobry
300,'\'(-inf-30.4]\'',K,12,1500,1,1,2,dobry
300,'\'(42.8-55.2]\'',K,11,1400,2,158,48,dobry
800,'\'(67.6-inf)\'',M,13,2547,0,192,48,dobry
500,'\'(55.2-67.6]\'',M,16,1528,0,372,48,dobry
300,'\'(42.8-55.2]\'',K,11,992.84,2,118,48,dobry
600,'\'(55.2-67.6]\'',K,13,1400,2,243,48,dobry
400,'\'(67.6-inf)\'',K,13,1294,0,120,48,dobry
200,'\'(42.8-55.2]\'',K,99,1100,1,48,48,dobry
800,'\'(42.8-55.2]\'',M,13,2800,1,147,48,dobry
300,'\'(67.6-inf)\'',M,13,1150,0,135,48,dobry
300,'\'(55.2-67.6]\'',M,13,2040,1,141,48,dobry
400,'\'(55.2-67.6]\'',K,13,1125,0,122,48,dobry
300,'\'(67.6-inf)\'',M,13,960,2,137,48,dobry
300,'\'(55.2-67.6]\'',M,13,1374.08,0,69,48,dobry
662.69,'\'(-inf-30.4]\'',M,11,2837,0,123,48,dobry
500,'\'(55.2-67.6]\'',K,13,1175,0,112,48,dobry
300,'\'(42.8-55.2]\'',K,16,1072.89,2,119,48,dobry
300,'\'(42.8-55.2]\'',M,12,1042,1,2,2,dobry
200,'\'(30.4-42.8]\'',K,12,1382,1,18,23,dobry
200,'\'(30.4-42.8]\'',K,11,1037.34,2,59,48,dobry
200,'\'(67.6-inf)\'',K,13,1239.98,0,252,48,dobry
400,'\'(42.8-55.2]\'',K,98,2200,2,22,48,dobry
396.61,'\'(55.2-67.6]\'',M,13,1500,2,20,48,dobry
600,'\'(30.4-42.8]\'',M,11,2002,0,61,48,zly
300,'\'(55.2-67.6]\'',K,16,634.64,1,133,48,dobry
300,'\'(55.2-67.6]\'',K,13,1014,0,180,48,dobry
200,'\'(42.8-55.2]\'',K,11,1493.98,1,358,48,dobry
300,'\'(42.8-55.2]\'',K,12,1032,2,35,40,dobry
380.59,'\'(30.4-42.8]\'',K,17,646,0,51,48,zly
820.86,'\'(30.4-42.8]\'',M,11,2100,1,281,48,dobry
356.29,'\'(55.2-67.6]\'',K,13,782,0,189,48,zly
800,'\'(55.2-67.6]\'',K,13,580,2,116,48,dobry
200,'\'(30.4-42.8]\'',K,12,599.03,1,16,18,dobry
400,'\'(55.2-67.6]\'',K,13,634.64,0,254,48,zly
400,'\'(55.2-67.6]\'',M,13,889.38,0,5,48,zly
700,'\'(30.4-42.8]\'',M,12,5000,0,3,6,zly
300,'\'(67.6-inf)\'',K,13,1000,1,61,48,dobry
450,'\'(67.6-inf)\'',K,13,720.08,0,239,48,zly
800,'\'(42.8-55.2]\'',K,13,3440,2,48,48,dobry
200,'\'(30.4-42.8]\'',K,11,718.57,0,78,48,zly
400,'\'(30.4-42.8]\'',K,11,800.51,1,17,48,dobry
200,'\'(42.8-55.2]\'',K,11,1133.37,0,389,48,zly
500,'\'(30.4-42.8]\'',K,12,1520.01,0,26,48,zly
499.98,'\'(30.4-42.8]\'',M,11,2200,2,82,48,dobry
600,'\'(42.8-55.2]\'',K,11,2500,1,230,48,dobry
600,'\'(-inf-30.4]\'',M,12,1300,2,24,41,dobry
300,'\'(42.8-55.2]\'',M,17,798.8,2,146,48,dobry
500,'\'(42.8-55.2]\'',M,12,1038,0,30,47,zly
300,'\'(55.2-67.6]\'',K,16,799.4,0,126,48,zly
500,'\'(55.2-67.6]\'',M,16,1473.04,1,162,48,dobry
300,'\'(42.8-55.2]\'',M,12,670.8,0,3,8,zly
500,'\'(55.2-67.6]\'',M,11,1250,2,62,48,dobry
500,'\'(55.2-67.6]\'',K,13,750,0,28,48,dobry
300,'\'(55.2-67.6]\'',M,13,2110,2,98,48,dobry
400,'\'(55.2-67.6]\'',K,13,930,1,29,48,zly
231.22,'\'(42.8-55.2]\'',M,12,1000,2,9,39,zly
300,'\'(55.2-67.6]\'',K,13,1658,2,26,48,dobry
200,'\'(42.8-55.2]\'',K,16,749.28,2,62,48,dobry
300,'\'(67.6-inf)\'',K,13,1016,0,186,48,dobry
600,'\'(42.8-55.2]\'',K,11,3200,2,51,48,dobry
500,'\'(30.4-42.8]\'',K,11,3100,2,118,48,dobry
400,'\'(30.4-42.8]\'',K,11,2700,2,118,48,dobry
393.99,'\'(55.2-67.6]\'',M,11,2947,2,50,48,dobry
300,'\'(-inf-30.4]\'',M,12,1027.22,0,1,3,zly
300,'\'(30.4-42.8]\'',M,11,2100,2,61,48,dobry
400,'\'(67.6-inf)\'',K,16,980,2,128,48,dobry
400,'\'(30.4-42.8]\'',K,11,960,0,4,48,zly
412.72,'\'(30.4-42.8]\'',K,11,1400,1,98,48,dobry
694,'\'(30.4-42.8]\'',K,11,1900,2,205,48,dobry
200,'\'(30.4-42.8]\'',M,12,950,1,4,15,zly
328,'\'(55.2-67.6]\'',M,12,1000,2,9,10,dobry
328.32,'\'(42.8-55.2]\'',K,12,1000,2,29,29,dobry
500,'\'(55.2-67.6]\'',K,13,1900,2,85,48,dobry
600,'\'(55.2-67.6]\'',M,11,3335,2,430,48,dobry
